State Name,Constitution Assembly,Candidate Name,Party Name,Status,Obtained Votes,Difference Votes,Img urls,Party Short Names,party_color
Andhra Pradesh,Narsaraopet - 14,PAPPULA SAMBASIVA RAO,Navarang Congress Party,lost,332 ,( -807664),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PAPPU-2024-20240429075643.jpg,NCP,#FF9633
Andhra Pradesh,Narsaraopet - 14,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,lost,309 ,( -807687),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GODAR-2024-20240429074808.jpg,JJSP,#FF3335
Andhra Pradesh,Narsaraopet - 14,THOKALA NAGA RAJU,All India Forward Bloc,lost,285 ,( -807711),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/THOKA-2024-20240429074838.jpg,AIFB,#FF9633
Andhra Pradesh,Narsaraopet - 14,NOTA,None of the Above,,11199 ,( -796797),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Nellore - 22,PRABHAKAR REDDY VEMIREDDY,Telugu Desam,won,766202 ,(+ 245902),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PRABH-2024-6930.jpg,TD,#33FF96
Andhra Pradesh,Nellore - 22,VENUMBAKA VIJAYASAI REDDY,Yuvajana Sramika Rythu Congress Party,lost,520300 ,( -245902),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VENUM-2024-7261.jpg,YSRCP,#96FF33
Andhra Pradesh,Nellore - 22,KOPPULA RAJU,Indian National Congress,lost,54844 ,( -711358),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KOPPU-2024-20240429030549.jpg,INC,#19AAED
Andhra Pradesh,Nellore - 22,BHASKAR NASINA,Bahujan Samaj Party,lost,5811 ,( -760391),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BHASK-2024-7624.jpg,BSP,#33FFF5
Andhra Pradesh,Nellore - 22,VIVEKA MANNEPALLI,Revolutionary Socialist Party,lost,2804 ,( -763398),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VIVEK-2024-8536.jpg,RSP,#FF5733
Andhra Pradesh,Nellore - 22,KOPPALA RAGHU,Independent,lost,2015 ,( -764187),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KOPPA-2024-6899.jpg,IND,#AEBEDF
Andhra Pradesh,Nellore - 22,GAJULA SOMA SEKHAR,Jai Bharat National Party,lost,1779 ,( -764423),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GAJUL-2024-7321.jpg,JBNP,#33FFF5
Andhra Pradesh,Nellore - 22,SHAIK MUZIBUR RAHAMAN,Pyramid Party of India,lost,1330 ,( -764872),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SHAIK-2024-7720.jpg,PPOI,#FF5733
Andhra Pradesh,Nellore - 22,SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),lost,1233 ,( -764969),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SHAIK-2024-5138.jpg,RPOI,#3357FF
Andhra Pradesh,Nellore - 22,MALLEPALLY RAGHU,Navarang Congress Party,lost,1105 ,( -765097),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MALLE-2024-8104.jpg,NCP,#FF9633
Andhra Pradesh,Nellore - 22,SHAIK SHAFI AHMED,All India Forward Bloc,lost,1037 ,( -765165),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SHAIK-2024-7582.jpg,AIFB,#FF9633
Andhra Pradesh,Nellore - 22,NAKKA DINESH,Bharatha Chaitanya Yuvajana Party,lost,600 ,( -765602),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NAKKA-2024-20240423043132.jpg,BCYP,#9633FF
Andhra Pradesh,Nellore - 22,TALARI VENKATAIAH,Jaibhim Rao Bharat Party,lost,558 ,( -765644),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/TALAR-2024-8277.jpg,JRBP,#33FFAA
Andhra Pradesh,Nellore - 22,PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),lost,454 ,( -765748),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PUNGA-2024-7560.jpg,RPOI,#F5FF33
Andhra Pradesh,Nellore - 22,NOTA,None of the Above,,15577 ,( -750625),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Ongole - 16,MAGUNTA SREENIVASULU REDDY,Telugu Desam,won,701894 ,(+ 50199),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MAGUN-2024-5519.jpg,TD,#33FF96
Andhra Pradesh,Ongole - 16,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,lost,651695 ,( -50199),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHEVI-2024-6844.jpg,YSRCP,#96FF33
Andhra Pradesh,Ongole - 16,EDA SUDHAKARA REDDY,Indian National Congress,lost,26722 ,( -675172),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/EDASU-2024-20240501115007.jpg,INC,#19AAED
Andhra Pradesh,Ongole - 16,DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,lost,6314 ,( -695580),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/LAKSH-2024-20240423051904.jpg,BSP,#33FFF5
Andhra Pradesh,Ongole - 16,PODILI RAMBABU,Independent,lost,3073 ,( -698821),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/RAMBA-2024-20240426022537.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,BUCHI EDUKONDALU,Independent,lost,3048 ,( -698846),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BUCHI-2024-5563.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,ORSU VEENA,Jai Bharat National Party,lost,2267 ,( -699627),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ORSUV-2024-20240501115037.jpg,JBNP,#33FFF5
Andhra Pradesh,Ongole - 16,BONTHA RANGA REDDY,Independent,lost,1923 ,( -699971),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BONTH-2024-20240423041951.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,BODDU KRANTHI KUMAR,Independent,lost,1798 ,( -700096),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BODDU-2024-5541.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,MOHAN GOUD J V,Independent,lost,1447 ,( -700447),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MOHAN-2024-20240424071706.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,U MADHU BABU,Independent,lost,1008 ,( -700886),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/UMADH-2024-20240501115148.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,PASAM VENKATESWARLU YADAV,Samajwadi Party,lost,743 ,( -701151),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VENKA-2024-20240423051643.jpg,SP,#33FF96
Andhra Pradesh,Ongole - 16,KARATAPU RAJU,Independent,lost,735 ,( -701159),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KARAT-2024-20240424071453.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,JAGADEESH RAYAPATI,Independent,lost,725 ,( -701169),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/JAGAD-2024-20240501114848.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,DEVIREDDY BALANJANEYULU,Independent,lost,716 ,( -701178),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DEVIR-2024-20240501114949.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,HARI PRASAD TUPAKULA,Independent,lost,711 ,( -701183),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/HARIP-2024-20240501115115.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,SURYA TEJA KOTA,Pyramid Party of India,lost,683 ,( -701211),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SURYA-2024-7006.jpg,PPOI,#FF5733
Andhra Pradesh,Ongole - 16,AKUMALLA MALLIKARJUNA REDDY,Independent,lost,575 ,( -701319),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/AKUMA-2024-20240501114908.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,VESHAPOGU GURAVABABU,Independent,lost,461 ,( -701433),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VESHA-2024-20240426021725.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,KOMMU YOHANU,Liberation Congress Party,lost,461 ,( -701433),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KOMMU-2024-20240425050033.jpg,LCP,#33FF57
Andhra Pradesh,Ongole - 16,SESHUBABU GUDDANTI,Independent,lost,449 ,( -701445),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GUDDA-2024-20240426021927.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,SINGAMNENI SREEKANTH,Independent,lost,410 ,( -701484),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SINGA-2024-20240502064627.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,YARRA DASARADHARAMAIAH,Independent,lost,394 ,( -701500),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YARRA-2024-20240502065254.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,K PAVAN KALYAN,Jatiya Jana Sena Party,lost,392 ,( -701502),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KPAVA-2024-20240501114825.jpg,JJSP,#FF3335
Andhra Pradesh,Ongole - 16,KOTA VAMSI KRISHNA,Independent,lost,365 ,( -701529),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KOTAV-2024-20240426022207.jpg,IND,#AEBEDF
Andhra Pradesh,Ongole - 16,NOTA,None of the Above,,13205 ,( -688689),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Rajahmundry - 8,DAGGUBATI PURANDHESHWARI,Bharatiya Janata Party,won,726515 ,(+ 239139),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DAGGU-2024-6365.jpg,BJP,#FF944D
Andhra Pradesh,Rajahmundry - 8,DR. GUDURI SRINIVAS,Yuvajana Sramika Rythu Congress Party,lost,487376 ,( -239139),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SRINI-2024-7188.jpg,YSRCP,#96FF33
Andhra Pradesh,Rajahmundry - 8,GIDUGU RUDRARAJU,Indian National Congress,lost,32508 ,( -694007),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VEERA-2024-7190.jpg,INC,#19AAED
Andhra Pradesh,Rajahmundry - 8,GANESWARA RAO PARAMATA,Bahujan Samaj Party,lost,20409 ,( -706106),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GANES-2024-7468.jpg,BSP,#33FFF5
Andhra Pradesh,Rajahmundry - 8,BATTULA BALARAMAKRISHNA,Navarang Congress Party,lost,17008 ,( -709507),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BALAR-2024-7194.jpg,NCP,#FF9633
Andhra Pradesh,Rajahmundry - 8,SALOPANTULA RAGHAVENDRA RAO,Independent,lost,3278 ,( -723237),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SALOP-2024-20240429112309.jpg,IND,#AEBEDF
Andhra Pradesh,Rajahmundry - 8,DR. MEDISI RATNARAO ALIAS VINAY,Independent,lost,3115 ,( -723400),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DRME-2024-20240429112128.jpg,IND,#AEBEDF
Andhra Pradesh,Rajahmundry - 8,MOHANARAO SINGULURI,Jai Bharat National Party,lost,2833 ,( -723682),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SINGU-2024-20240429104358.jpg,JBNP,#33FFF5
Andhra Pradesh,Rajahmundry - 8,MEDA SRINIVASA RAO,Rashtriya Praja Congress  (Secular),lost,2429 ,( -724086),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MEDAS-2024-7193.jpg,RPC,#3357FF
Andhra Pradesh,Rajahmundry - 8,BOMMANABOINA VSR MURTHY,Independent,lost,2179 ,( -724336),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BVS-2024-8078.jpg,IND,#AEBEDF
Andhra Pradesh,Rajahmundry - 8,BHANU CHANDAR KURUVELLA,Independent,lost,1958 ,( -724557),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KURUV-2024-7482.jpg,IND,#AEBEDF
Andhra Pradesh,Rajahmundry - 8,JALLI BALA NAVEENA,Independent,lost,1254 ,( -725261),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/JALLI-2024-8820.jpg,IND,#AEBEDF
Andhra Pradesh,Rajahmundry - 8,NOTA,None of the Above,,24435 ,( -702080),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Rajampet - 24,P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,won,644844 ,(+ 76071),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PVMID-2024-20240418080208.jpg,YSRCP,#96FF33
Andhra Pradesh,Rajampet - 24,NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party,lost,568773 ,( -76071),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NALLA-2024-20240424075559.jpg,BJP,#FF944D
Andhra Pradesh,Rajampet - 24,SHAIK BASHEED,Indian National Congress,lost,53300 ,( -591544),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SHAIK-2024-20240425091313.jpg,INC,#19AAED
Andhra Pradesh,Rajampet - 24,ABBAVARAM UGENDRA,Bahujan Samaj Party,lost,12363 ,( -632481),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ABBAV-2024-20240424080128.jpg,BSP,#33FFF5
Andhra Pradesh,Rajampet - 24,POOLA REDDY SEKHAR,Independent,lost,6100 ,( -638744),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/POOLA-2024-20240425092338.jpg,IND,#AEBEDF
Andhra Pradesh,Rajampet - 24,NAGARAJU JETTI,Independent,lost,5999 ,( -638845),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NAGAR-2024-20240424080419.jpg,IND,#AEBEDF
Andhra Pradesh,Rajampet - 24,PRADEEP PENAMADU,All India Forward Bloc,lost,5672 ,( -639172),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PRADE-2024-20240423045739.jpg,AIFB,#FF9633
Andhra Pradesh,Rajampet - 24,CHOUDVARAM SUBBANARASAIAH,Independent,lost,4735 ,( -640109),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHOUD-2024-20240425092626.jpg,IND,#AEBEDF
Andhra Pradesh,Rajampet - 24,PULI SREENIVASULU,Independent,lost,4616 ,( -640228),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PULIS-2024-20240424075819.jpg,IND,#AEBEDF
Andhra Pradesh,Rajampet - 24,SREENIVASULU MARRIPATI,Independent,lost,4443 ,( -640401),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SREEN-2024-20240422071840.jpg,IND,#AEBEDF
Andhra Pradesh,Rajampet - 24,AKBAR M BASHA,Anna YSR Congress Party,lost,2411 ,( -642433),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SHAIK-2024-20240425092528.jpg,AYCP,#9633FF
Andhra Pradesh,Rajampet - 24,SANGARAJU NAGESWARA RAJU,Independent,lost,1535 ,( -643309),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SANGA-2024-7144.jpg,IND,#AEBEDF
Andhra Pradesh,Rajampet - 24,MADA RAJA,Jaathia Chethi Vruthula Ikya Vedika Party,lost,1415 ,( -643429),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MADAR-2024-20240420025810.jpg,JCVIVP,#FF3333
Andhra Pradesh,Rajampet - 24,BATTHALA RAMANAIAH,Jai Bharat National Party,lost,1366 ,( -643478),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BATTH-2024-7156.jpg,JBNP,#33FFF5
Andhra Pradesh,Rajampet - 24,DODDAPANENI RAJA NAIDU,Independent,lost,1318 ,( -643526),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DODDA-2024-7130.jpg,IND,#AEBEDF
Andhra Pradesh,Rajampet - 24,MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party,lost,1071 ,( -643773),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/MAYAN-2024-20240425091448.jpg,LCP,#33FF57
Andhra Pradesh,Rajampet - 24,KASTURI OBAIAH NAIDU,Independent,lost,887 ,( -643957),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KASTU-2024-5783.jpg,IND,#AEBEDF
Andhra Pradesh,Rajampet - 24,ASADI VENKATADRI,Independent,lost,691 ,( -644153),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ASADI-2024-20240430021910.jpg,IND,#AEBEDF
Andhra Pradesh,Rajampet - 24,NOTA,None of the Above,,11400 ,( -633444),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Srikakulam - 2,KINJARAPU RAMMOHAN NAIDU,Telugu Desam,won,754328 ,(+ 327901),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KINJA-2024-20240429074619.jpg,TD,#33FF96
Andhra Pradesh,Srikakulam - 2,TILAK PERADA,Yuvajana Sramika Rythu Congress Party,lost,426427 ,( -327901),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/TILAK-2024-20240429074107.jpg,YSRCP,#96FF33
Andhra Pradesh,Srikakulam - 2,PEDADA PARAMESWARA RAO,Indian National Congress,lost,7172 ,( -747156),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PEDAD-2024-20240429074347.jpg,INC,#19AAED
Andhra Pradesh,Srikakulam - 2,SANAPALA SRAVAN KUMAR,Independent,lost,5958 ,( -748370),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/SANAP-2024-20240429074525.jpg,IND,#AEBEDF
Andhra Pradesh,Srikakulam - 2,NAIDUGARI RAJASEKHAR,Bahujan Samaj Party,lost,4742 ,( -749586),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/NAIDU-2024-20240429074319.jpg,BSP,#33FFF5
Andhra Pradesh,Srikakulam - 2,VABA YOGESWARA RAO,Independent,lost,3598 ,( -750730),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VABAY-2024-20240429074752.jpg,IND,#AEBEDF
Andhra Pradesh,Srikakulam - 2,BETHA VIVEKANANDA MAHARAJ,Independent,lost,2536 ,( -751792),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BETHA-2024-20240429075030.jpg,IND,#AEBEDF
Andhra Pradesh,Srikakulam - 2,YEDDU LAKSHMINARAYANA,Independent,lost,1605 ,( -752723),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YEDDU-2024-20240429074440.jpg,IND,#AEBEDF
Andhra Pradesh,Srikakulam - 2,BORUBADRA CHANDRAKALA,Bharatha Chaitanya Yuvajana Party,lost,1357 ,( -752971),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BORUB-2024-7860.jpg,BCYP,#9633FF
Andhra Pradesh,Srikakulam - 2,IPPILI SEETHARAJU,Jai Bharat National Party,lost,1130 ,( -753198),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/IPPIL-2024-20240429074143.jpg,JBNP,#33FFF5
Andhra Pradesh,Srikakulam - 2,KAYA DURGARAO,Navarang Congress Party,lost,818 ,( -753510),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KAYAD-2024-20240429074916.jpg,NCP,#FF9633
Andhra Pradesh,Srikakulam - 2,CHELLURI DANIYAL,Independent,lost,816 ,( -753512),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHELL-2024-20240429074028.jpg,IND,#AEBEDF
Andhra Pradesh,Srikakulam - 2,BOMMALI TIRUPATI RAO,Pyramid Party of India,lost,594 ,( -753734),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BOMMA-2024-20240429074236.jpg,PPOI,#FF5733
Andhra Pradesh,Srikakulam - 2,NOTA,None of the Above,,24605 ,( -729723),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Thirupathi(SC) - 23,GURUMOORTHY MADDILA,Yuvajana Sramika Rythu Congress Party,won,632228 ,(+ 14569),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GURUM-2024-20240429090043.jpg,YSRCP,#96FF33
Andhra Pradesh,Thirupathi(SC) - 23,VARA PRASAD RAO VELAGAPALLI,Bharatiya Janata Party,lost,617659 ,( -14569),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VARAP-2024-7111.jpg,BJP,#FF944D
Andhra Pradesh,Thirupathi(SC) - 23,CHINTA MOHAN,Indian National Congress,lost,65523 ,( -566705),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CHINT-2024-20240429085924.jpg,INC,#19AAED
Andhra Pradesh,Thirupathi(SC) - 23,PENUMURU. GURAPPA,Bahujan Samaj Party,lost,10506 ,( -621722),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/GURAP-2024-20240425085446.jpg,BSP,#33FFF5
Andhra Pradesh,Thirupathi(SC) - 23,KATTAMANCHI. PRABHAKAR,Independent,lost,5802 ,( -626426),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KATTA-2024-7514.jpg,IND,#AEBEDF
Andhra Pradesh,Thirupathi(SC) - 23,M UMADEVI,Janata Congress,lost,5425 ,( -626803),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/UMADE-2024-7121.jpg,JC,#FF3335
Andhra Pradesh,Thirupathi(SC) - 23,ALLAM.RAJA,Independent,lost,4970 ,( -627258),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/ALLAM-2024-9046.jpg,IND,#AEBEDF
Andhra Pradesh,Thirupathi(SC) - 23,VIJAY KUMAR G.SRKR,Liberation Congress Party,lost,4302 ,( -627926),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VIJAY-2024-5270.jpg,LCP,#33FF57
Andhra Pradesh,Thirupathi(SC) - 23,ANJAIAH.P,Republican Party of India (A),lost,3666 ,( -628562),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PANJ-2024-7903.jpg,RPOI,#3357FF
Andhra Pradesh,Thirupathi(SC) - 23,V.C. NAVEEN GUPTA,Independent,lost,1731 ,( -630497),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VCNAV-2024-6859.jpg,IND,#AEBEDF
Andhra Pradesh,Thirupathi(SC) - 23,A. VARAPRASAD,Jatiya Jana Sena Party,lost,1698 ,( -630530),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/AVAR-2024-8925.jpg,JJSP,#FF3335
Andhra Pradesh,Thirupathi(SC) - 23,SYAMDHAN KURAPATI,Aihra National Party,lost,1568 ,( -630660),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KURAP-2024-8828.jpg,ANP,#33FFAA
Andhra Pradesh,Thirupathi(SC) - 23,C. PUNYAMURTHY,United Republican Party of India,lost,1515 ,( -630713),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PUNYA-2024-8056.jpg,URPOI,#335AFF
Andhra Pradesh,Thirupathi(SC) - 23,KARRA SIVA,Pyramid Party of India,lost,1510 ,( -630718),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KSIV-2024-7984.jpg,PPOI,#FF5733
Andhra Pradesh,Thirupathi(SC) - 23,VELURU. THEJOVATHI,Samajwadi Party,lost,1389 ,( -630839),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VELUR-2024-7938.jpg,SP,#33FF96
Andhra Pradesh,Thirupathi(SC) - 23,C. DAVID,Indian Believers Party (IBP),lost,1239 ,( -630989),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/CDAVI-2024-7501.jpg,IBP,#FF5733
Andhra Pradesh,Thirupathi(SC) - 23,K. JEEVARATHNAM,Independent,lost,1204 ,( -631024),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KJEE-2024-9064.jpg,IND,#AEBEDF
Andhra Pradesh,Thirupathi(SC) - 23,DASARI. GOWTHAM,Independent,lost,1087 ,( -631141),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/DASAR-2024-7927.jpg,IND,#AEBEDF
Andhra Pradesh,Thirupathi(SC) - 23,VIJAYA KUMAR.G,Independent,lost,801 ,( -631427),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/VIJAY-2024-8778.jpg,IND,#AEBEDF
Andhra Pradesh,Thirupathi(SC) - 23,A. MADHU,Jai Hindustan Party,lost,711 ,( -631517),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/AKKIL-2024-7079.jpg,JHP,#33FF57
Andhra Pradesh,Thirupathi(SC) - 23,B. BHARANI BAS,Ambedkar National Congress,lost,688 ,( -631540),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BBHA-2024-7493.jpg,ANC,#3357FF
Andhra Pradesh,Thirupathi(SC) - 23,Y. MAHESH,Independent,lost,622 ,( -631606),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/YEDAM-2024-8787.jpg,IND,#AEBEDF
Andhra Pradesh,Thirupathi(SC) - 23,PRASAD PATIBANDLA,Independent,lost,608 ,( -631620),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/PRASA-2024-8998.jpg,IND,#AEBEDF
Andhra Pradesh,Thirupathi(SC) - 23,NOTA,None of the Above,,16118 ,( -616110),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Andhra Pradesh,Vijayawada - 12,KESINENI SIVANATH (CHINNI),Telugu Desam,won,794154 ,(+ 282085),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KESIN-2024-20240429051657.jpg,TD,#33FF96
Andhra Pradesh,Vijayawada - 12,KESINENI SRINIVAS  (NANI),Yuvajana Sramika Rythu Congress Party,lost,512069 ,( -282085),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KESIN-2024-6961.jpg,YSRCP,#96FF33
Andhra Pradesh,Vijayawada - 12,BHARGAV VALLURU,Indian National Congress,lost,24106 ,( -770048),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/BHARG-2024-7617.jpg,INC,#19AAED
Andhra Pradesh,Vijayawada - 12,KRISHNA KISHORE YANAMANDRA,Navataram Party,lost,7878 ,( -786276),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S01/KRISH-2024-7585.jpg,NP,#33FF57
