State Name,Constitution Assembly,Candidate Name,Party Name,Status,Obtained Votes,Difference Votes,Img urls,Party Short Names,party_color
Telangana,Malkajgiri - 7,PAREE (PESARIKAYALA PAREEKSHITH REDDY),Independent,lost,1835 ,( -989207),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/PAREE-2024-20240429091141.jpg,IND,#AEBEDF
Telangana,Malkajgiri - 7,DONTHULA BIKSHAPATHI,Independent,lost,1821 ,( -989221),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/DONTH-2024-20240429090720.jpg,IND,#AEBEDF
Telangana,Malkajgiri - 7,BHARATHA SUDARSHAN,Independent,lost,1643 ,( -989399),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BHARA-2024-20240429092152.jpg,IND,#AEBEDF
Telangana,Malkajgiri - 7,APPARAO KONDA,Rashtra Samanya Praja Party,lost,1162 ,( -989880),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/APPAR-2024-20240429084812.jpg,RSPP,#9633FF
Telangana,Malkajgiri - 7,MOUTAM SAMPATH,Independent,lost,1137 ,( -989905),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/MOUTA-2024-20240429091507.jpg,IND,#AEBEDF
Telangana,Malkajgiri - 7,RAJESH MISHRA,Independent,lost,1110 ,( -989932),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/RAJES-2024-5761.jpg,IND,#AEBEDF
Telangana,Malkajgiri - 7,BANJAPALLY SUDHA RANI,Independent,lost,1069 ,( -989973),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BANJA-2024-20240429091252.jpg,IND,#AEBEDF
Telangana,Malkajgiri - 7,CHIRIPI REDDY RAMESH,Independent,lost,987 ,( -990055),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/CHIRI-2024-20240429090452.jpg,IND,#AEBEDF
Telangana,Malkajgiri - 7,PEDDAPALLI SANDEEP,Bharathiya YuvaKula Dalam,lost,933 ,( -990109),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/PEDDA-2024-20240429085202.jpg,BYD,#335AFF
Telangana,Malkajgiri - 7,BOIN DURGA PRASAD YADAV,Dharma Samaj Party,lost,789 ,( -990253),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BOIND-2024-20240429085428.jpg,DSP,#FF3333
Telangana,Malkajgiri - 7,CHAMAKURA RAJAIAH ALIAS PIDIKILI RAJU,Social Justice Party of India,lost,723 ,( -990319),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/CHAMA-2024-20240429084940.jpg,SJPOI,#33FFAA
Telangana,Malkajgiri - 7,NARRA SUKHENDER REDDY,Vidhyarthula Rajakiya Party,lost,694 ,( -990348),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/NARRA-2024-20240429085756.jpg,VRP,#33FF96
Telangana,Malkajgiri - 7,KANTE SAYANNA,Independent,lost,539 ,( -990503),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KANTE-2024-20240430061934.jpg,IND,#AEBEDF
Telangana,Malkajgiri - 7,JUVVA PHANI KUMAR CHOWDARY,Jai Bharat National Party,lost,508 ,( -990534),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/JUVVA-2024-20240429085053.jpg,JBNP,#33FFF5
Telangana,Malkajgiri - 7,YADISHWAR NAKKA,Telangana Republican Party,lost,494 ,( -990548),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/YADIS-2024-20240429085624.jpg,TRP,#33FF57
Telangana,Malkajgiri - 7,R. SUBENDER SINGH,Independent,lost,447 ,( -990595),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/RSUB-2024-20240429092340.jpg,IND,#AEBEDF
Telangana,Malkajgiri - 7,NOTA,None of the Above,,13366 ,( -977676),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Telangana,Medak - 6,MADHAVANENI RAGHUNANDAN RAO,Bharatiya Janata Party,won,471217 ,(+ 39139),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/MADHA-2024-20240429110319.jpg,BJP,#FF944D
Telangana,Medak - 6,NEELAM MADHU,Indian National Congress,lost,432078 ,( -39139),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/NEELA-2024-5424.jpg,INC,#19AAED
Telangana,Medak - 6,P. VENKATRAMA REDDY,Bharat Rashtra Samithi,lost,396790 ,( -74427),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/PARUP-2024-7556.jpg,BRS,#33FFF5
Telangana,Medak - 6,NANDA KISHORE TALLADA,Alliance of Democratic Reforms Party,lost,17216 ,( -454001),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/NANDA-2024-8410.jpg,AODRP,#F533FF
Telangana,Medak - 6,SARA YADAGIRI GOUD,Praja Velugu Party,lost,11060 ,( -460157),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/SARAY-2024-5693.jpg,PVP,#3357FF
Telangana,Medak - 6,BODAPATLA ESHWAR,Bahujan Samaj Party,lost,7463 ,( -463754),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BODAP-2024-9145.jpg,BSP,#33FFF5
Telangana,Medak - 6,DUBALA SRI SAILAM,Independent,lost,5166 ,( -466051),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/DUBAL-2024-6712.jpg,IND,#AEBEDF
Telangana,Medak - 6,ADLA KUMAR,Independent,lost,5116 ,( -466101),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ADLAK-2024-6964.jpg,IND,#AEBEDF
Telangana,Medak - 6,BANDAPALLY SRINIVAS,Socialist Unity Centre Of India (COMMUNIST),lost,2366 ,( -468851),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BANDA-2024-6865.jpg,SUCOI,#F533FF
Telangana,Medak - 6,ANIL GOUD,Bharat Jodo Party,lost,2132 ,( -469085),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ANILK-2024-8512.jpg,BJP,#3357FF
Telangana,Medak - 6,ATI ANJANEYULU,Independent,lost,2038 ,( -469179),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ATIAN-2024-7762.jpg,IND,#AEBEDF
Telangana,Medak - 6,ABHILASH CHELIMELA,Independent,lost,2031 ,( -469186),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ABHIL-2024-9067.jpg,IND,#AEBEDF
Telangana,Medak - 6,MAISANGARI SUNIL,India Praja Bandhu Party,lost,2011 ,( -469206),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/MAISA-2024-7024.jpg,IPBP,#FF5733
Telangana,Medak - 6,PRADEEP,Independent,lost,2010 ,( -469207),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GPRA-2024-20240425085117.jpg,IND,#AEBEDF
Telangana,Medak - 6,INDRAGOUD SILIVERI,National Nava Kranthi Party,lost,1774 ,( -469443),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/SILIV-2024-8634.jpg,NNKP,#33FF57
Telangana,Medak - 6,NAGAMANI ACHA,Independent,lost,1540 ,( -469677),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/NAGAM-2024-6799.jpg,IND,#AEBEDF
Telangana,Medak - 6,A. KRANTHI KUMAR,Independent,lost,1467 ,( -469750),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/AKKAK-2024-9112.jpg,IND,#AEBEDF
Telangana,Medak - 6,MAREPALLY LAXMINARAYANA,Independent,lost,1414 ,( -469803),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/LAXMI-2024-8187.jpg,IND,#AEBEDF
Telangana,Medak - 6,BALESH UPPARI,Independent,lost,1393 ,( -469824),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/UPPAR-2024-9083.jpg,IND,#AEBEDF
Telangana,Medak - 6,VENKATESH BEJUGAM,Independent,lost,1264 ,( -469953),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/VENKA-2024-8961.jpg,IND,#AEBEDF
Telangana,Medak - 6,BOMMALA VIJAY KUMAR,Independent,lost,1196 ,( -470021),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BOMMA-2024-5814.jpg,IND,#AEBEDF
Telangana,Medak - 6,ANNELA LAXMAN,Dharma Samaj Party,lost,1152 ,( -470065),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ANNEL-2024-6858.jpg,DSP,#FF3333
Telangana,Medak - 6,ABHILASH SHIRNA,Independent,lost,924 ,( -470293),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ABHIL-2024-9096.jpg,IND,#AEBEDF
Telangana,Medak - 6,DODLA VENKAT,Telangana Praja Shakthi Party,lost,917 ,( -470300),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/DODLA-2024-5385.jpg,TPSP,#3357FF
Telangana,Medak - 6,ABISHEK GOUD THABETI,Jana Shankhaaraavam Party,lost,797 ,( -470420),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ABISH-2024-8560.jpg,JSP,#FF33A6
Telangana,Medak - 6,MEDI SRINIVAS REDDI,Independent,lost,793 ,( -470424),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/MEDIS-2024-7405.jpg,IND,#AEBEDF
Telangana,Medak - 6,VUTLA RAMESH,Independent,lost,778 ,( -470439),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/VUTLA-2024-7611.jpg,IND,#AEBEDF
Telangana,Medak - 6,D. NARAHARI,Independent,lost,675 ,( -470542),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/DHARM-2024-20240429110425.jpg,IND,#AEBEDF
Telangana,Medak - 6,GOLLAPALLY SAYA GOUD,Pyramid Party of India,lost,658 ,( -470559),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GOLLA-2024-6003.jpg,PPOI,#FF5733
Telangana,Medak - 6,SATYANARAYANA GOUD KOVURI,Independent,lost,607 ,( -470610),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/SATYA-2024-6736.jpg,IND,#AEBEDF
Telangana,Medak - 6,DASARI BHANUCHANDER,Independent,lost,575 ,( -470642),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BHANU-2024-7799.jpg,IND,#AEBEDF
Telangana,Medak - 6,DADIGE RAJENDAR,Independent,lost,559 ,( -470658),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/DADIG-2024-8880.jpg,IND,#AEBEDF
Telangana,Medak - 6,C.H. NAVEEN KUMAR,Independent,lost,531 ,( -470686),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/CHIKK-2024-5434.jpg,IND,#AEBEDF
Telangana,Medak - 6,KONDI ASHOK,Independent,lost,509 ,( -470708),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KONDI-2024-9041.jpg,IND,#AEBEDF
Telangana,Medak - 6,URELLI YELLAIAH,Viduthalai Chiruthaigal Katchi,lost,494 ,( -470723),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/URELL-2024-7584.jpg,VCK,#96FF33
Telangana,Medak - 6,GONDHI BHUJANGAMU,Independent,lost,431 ,( -470786),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GONDI-2024-6850.jpg,IND,#AEBEDF
Telangana,Medak - 6,MOHD AZHER,Independent,lost,416 ,( -470801),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/MOHAM-2024-9018.jpg,IND,#AEBEDF
Telangana,Medak - 6,S RAJESH SAGAR,Independent,lost,348 ,( -470869),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/RAJES-2024-9104.jpg,IND,#AEBEDF
Telangana,Medak - 6,KASOJU SRIKANTH,Independent,lost,344 ,( -470873),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KASOJ-2024-8440.jpg,IND,#AEBEDF
Telangana,Medak - 6,K. LAXMINARAYANA,Independent,lost,317 ,( -470900),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KAMMA-2024-6995.jpg,IND,#AEBEDF
Telangana,Medak - 6,KOLKUR PRATAP,Independent,lost,293 ,( -470924),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KOLKU-2024-6825.jpg,IND,#AEBEDF
Telangana,Medak - 6,GADILA ANJANEYULU,Independent,lost,290 ,( -470927),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GADIL-2024-8823.jpg,IND,#AEBEDF
Telangana,Medak - 6,GOUTI MALLESH,Independent,lost,248 ,( -470969),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GOUTI-2024-6709.jpg,IND,#AEBEDF
Telangana,Medak - 6,K.RAGHU,Independent,lost,224 ,( -470993),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KURLA-2024-9126.jpg,IND,#AEBEDF
Telangana,Medak - 6,NOTA,None of the Above,,4617 ,( -466600),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Telangana,Nagarkurnool - 12,DR.MALLU RAVI,Indian National Congress,won,465072 ,(+ 94414),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/DRMA-2024-20240419024519.jpg,INC,#19AAED
Telangana,Nagarkurnool - 12,BHARATH  PRASAD POTHUGANTI,Bharatiya Janata Party,lost,370658 ,( -94414),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BHARA-2024-20240419024407.jpg,BJP,#FF944D
Telangana,Nagarkurnool - 12,DR.R.S.PRAVEEN KUMAR,Bharat Rashtra Samithi,lost,321343 ,( -143729),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/RSP-2024-5906.jpg,BRS,#33FFF5
Telangana,Nagarkurnool - 12,AMBOJU RAVI,Alliance of Democratic Reforms Party,lost,12554 ,( -452518),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/AMBOJ-2024-7132.jpg,AODRP,#F533FF
Telangana,Nagarkurnool - 12,BESAMOLLA  YOSEF,Bahujan Samaj Party,lost,7218 ,( -457854),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BESAM-2024-9152.jpg,BSP,#33FFF5
Telangana,Nagarkurnool - 12,PILLELA SRIKANTH,Independent,lost,6404 ,( -458668),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/PILLE-2024-7436.jpg,IND,#AEBEDF
Telangana,Nagarkurnool - 12,BUDDHULA SRINIVAS,Independent,lost,4361 ,( -460711),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BUDDH-2024-9027.jpg,IND,#AEBEDF
Telangana,Nagarkurnool - 12,PALADHI NAGARAJU,Independent,lost,4058 ,( -461014),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/PALAD-2024-20240429055714.jpg,IND,#AEBEDF
Telangana,Nagarkurnool - 12,AMARNATH,India Praja Bandhu Party,lost,3709 ,( -461363),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/AMARM-2024-7815.jpg,IPBP,#FF5733
Telangana,Nagarkurnool - 12,PULJALA BALAIAH,Independent,lost,3584 ,( -461488),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/PULJA-2024-20240429055908.jpg,IND,#AEBEDF
Telangana,Nagarkurnool - 12,GALIMUDI GEETHA,Independent,lost,3147 ,( -461925),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GALIM-2024-20240429055417.jpg,IND,#AEBEDF
Telangana,Nagarkurnool - 12,KARNE. SHIREESHA @ BARRELAKKA,Independent,lost,3087 ,( -461985),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KARNE-2024-20240429055755.jpg,IND,#AEBEDF
Telangana,Nagarkurnool - 12,PAKIRA RAMULU,Independent,lost,2839 ,( -462233),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/PAKIR-2024-20240429060035.jpg,IND,#AEBEDF
Telangana,Nagarkurnool - 12,BIKSHAPATHI LANDA,Independent,lost,1981 ,( -463091),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BIKSH-2024-7475.jpg,IND,#AEBEDF
Telangana,Nagarkurnool - 12,AYYAPPA SUNIL,Rashtriya Praja Congress  (Secular),lost,1227 ,( -463845),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/AYYAP-2024-9187.jpg,RPC,#3357FF
Telangana,Nagarkurnool - 12,GADDAM VIJAY,Bahujan Mukti Party,lost,1009 ,( -464063),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GADDA-2024-9133.jpg,BMP,#335AFF
Telangana,Nagarkurnool - 12,PRASANGI,Pyramid Party of India,lost,892 ,( -464180),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/PRASA-2024-20240429055329.jpg,PPOI,#FF5733
Telangana,Nagarkurnool - 12,VAGGU VINAY,Vidhyarthula Rajakiya Party,lost,770 ,( -464302),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/VAGGU-2024-7808.jpg,VRP,#33FF96
Telangana,Nagarkurnool - 12,DASARI BHARATHI,Viduthalai Chiruthaigal Katchi,lost,730 ,( -464342),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/DASAR-2024-7484.jpg,VCK,#96FF33
Telangana,Nagarkurnool - 12,NOTA,None of the Above,,4580 ,( -460492),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Telangana,Nalgonda - 13,KUNDURU RAGHUVEER,Indian National Congress,won,784337 ,(+ 559905),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/RAGHU-2024-20240429085006.jpg,INC,#19AAED
Telangana,Nalgonda - 13,SAIDI REDDY SHANAMPUDI,Bharatiya Janata Party,lost,224432 ,( -559905),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/SAIDI-2024-20240429084525.jpg,BJP,#FF944D
Telangana,Nalgonda - 13,KANCHARLA KRISHNA REDDY,Bharat Rashtra Samithi,lost,218417 ,( -565920),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KANCH-2024-20240429084235.jpg,BRS,#33FFF5
Telangana,Nalgonda - 13,JANAIAH NANDIPATI,Telangana Sakalajanula Party,lost,10859 ,( -773478),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/JANAI-2024-6957.jpg,TSP,#FF9633
Telangana,Nalgonda - 13,ANJAIAH VIRIGINENI,Bahujan Samaj Party,lost,7177 ,( -777160),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ANJAI-2024-7686.jpg,BSP,#33FFF5
Telangana,Nalgonda - 13,NAGARAJU BANDARU,Independent,lost,7128 ,( -777209),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/BANDA-2024-5850.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,MARAM VENKAT REDDY,Independent,lost,5967 ,( -778370),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/MARAM-2024-6821.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,PANUGOTU LALASINGH,Independent,lost,5286 ,( -779051),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/PANUG-2024-20240429085514.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,THALARI RAMBABU,Dharma Samaj Party,lost,5122 ,( -779215),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/THALA-2024-20240429085728.jpg,DSP,#FF3333
Telangana,Nalgonda - 13,RAMESH SUNKARA,Independent,lost,3569 ,( -780768),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/RAMES-2024-7308.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,POLISHETTY VENKATESHWARLU,Independent,lost,3212 ,( -781125),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/POLIS-2024-7335.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,KUKKALA VENKANNA,Independent,lost,2566 ,( -781771),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KUKKA-2024-20240429083958.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,CHOLLETI PRABHAKAR,Independent,lost,2504 ,( -781833),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/CHOLL-2024-20240424070152.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,GOLI SAIDULU,Independent,lost,1779 ,( -782558),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GOLIS-2024-20240429084715.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,MARRI NEHEMIAH,Independent,lost,1662 ,( -782675),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/MARRI-2024-20240429084429.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,RAVI PALAKURI,Independent,lost,1547 ,( -782790),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/RAVIP-2024-20240429085202.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,VASKULA MATTAIAH,Marxist Communist Party of India (United),lost,1040 ,( -783297),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/VASKU-2024-20240429085955.jpg,MCPOI,#33FFAA
Telangana,Nalgonda - 13,KUNDARAPU SRIKANTH,Independent,lost,947 ,( -783390),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KUNDA-2024-20240429085637.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,RACHA SUBHADRA REDDY,Socialist Party (India),lost,846 ,( -783491),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/RACHA-2024-20240424071108.jpg,SP,#F5FF33
Telangana,Nalgonda - 13,LINGAM KRISHNA,Independent,lost,666 ,( -783671),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/LINGA-2024-7030.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,KINNERA YADAIAH,Independent,lost,661 ,( -783676),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KINNE-2024-6159.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,SHIRISHALA SRINAIAH,Independent,lost,514 ,( -783823),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/SHIRI-2024-7555.jpg,IND,#AEBEDF
Telangana,Nalgonda - 13,NOTA,None of the Above,,6086 ,( -778251),	https://results.eci.gov.in/PcResultGenJune2024/img/nota.jpg,NOTA,#FF3333
Telangana,Nizamabad - 4,ARVIND DHARMAPURI,Bharatiya Janata Party,won,592318 ,(+ 109241),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ARVIN-2024-20240429080759.jpg,BJP,#FF944D
Telangana,Nizamabad - 4,JEEVANREDDY THATIPARTHI,Indian National Congress,lost,483077 ,( -109241),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/THATI-2024-20240427083840.jpg,INC,#19AAED
Telangana,Nizamabad - 4,GOVERDHAN BAJIREDDY,Bharat Rashtra Samithi,lost,102406 ,( -489912),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GOVER-2024-20240429080718.jpg,BRS,#33FFF5
Telangana,Nizamabad - 4,GANTA CHARITHA RAO,Independent,lost,5710 ,( -586608),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GANTA-2024-20240427082501.jpg,IND,#AEBEDF
Telangana,Nizamabad - 4,YOUGENDAR GATLA,Alliance of Democratic Reforms Party,lost,5453 ,( -586865),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/YUGEN-2024-20240427082626.jpg,AODRP,#F533FF
Telangana,Nizamabad - 4,KOTAGIRI SRINIVAS,Independent,lost,5312 ,( -587006),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KOTAG-2024-20240427083210.jpg,IND,#AEBEDF
Telangana,Nizamabad - 4,PUPPALA LIMBADRI,Bahujan Samaj Party,lost,4263 ,( -588055),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/PUPPA-2024-8281.jpg,BSP,#33FFF5
Telangana,Nizamabad - 4,TUTUKURU JEEVAN REDDY,Independent,lost,4091 ,( -588227),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/TUTUK-2024-8353.jpg,IND,#AEBEDF
Telangana,Nizamabad - 4,KANDELA SUMAN,Dharma Samaj Party,lost,3886 ,( -588432),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KANDE-2024-5860.jpg,DSP,#FF3333
Telangana,Nizamabad - 4,GOLI. NARESH,Dalita Bahujana Party,lost,3024 ,( -589294),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GOLIN-2024-20240426072607.jpg,DBP,#FF9633
Telangana,Nizamabad - 4,ARE RAJENDHAR,Independent,lost,2907 ,( -589411),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ARERA-2024-20240427082434.jpg,IND,#AEBEDF
Telangana,Nizamabad - 4,KOTHAKONDA SHAKTI PRASAD,Independent,lost,2106 ,( -590212),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/KOTHA-2024-20240427082755.jpg,IND,#AEBEDF
Telangana,Nizamabad - 4,VEMULAA VIKRAM REDDY,Independent,lost,2074 ,( -590244),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/VEMUL-2024-20240427084602.jpg,IND,#AEBEDF
Telangana,Nizamabad - 4,GOPI CHENDRIAH,Independent,lost,1723 ,( -590595),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/GOPI-2024-20240427085008.jpg,IND,#AEBEDF
Telangana,Nizamabad - 4,ALI MANSOOR,Anna YSR Congress Party,lost,1468 ,( -590850),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/MOHDM-2024-8173.jpg,AYCP,#9633FF
Telangana,Nizamabad - 4,GUYYA SAIKRISHNA MURTHY,Yuga Thulasi Party,lost,1129 ,( -591189),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/SAIKR-2024-20240423043150.jpg,YTP,#33FF96
Telangana,Nizamabad - 4,SYED ASGAR,Independent,lost,1048 ,( -591270),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/SYEDA-2024-6751.jpg,IND,#AEBEDF
Telangana,Nizamabad - 4,MALAVAT VITHAL,Independent,lost,919 ,( -591399),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/VITHA-2024-7021.jpg,IND,#AEBEDF
Telangana,Nizamabad - 4,MOGILI RAJKUMAR,India Praja Bandhu Party,lost,830 ,( -591488),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/MOGIL-2024-7795.jpg,IPBP,#FF5733
Telangana,Nizamabad - 4,RAPELLY SRINIVAS,Independent,lost,793 ,( -591525),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/RAPEL-2024-5820.jpg,IND,#AEBEDF
Telangana,Nizamabad - 4,DESHABOINA LAXMINARAYANA,Independent,lost,723 ,( -591595),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/DESHA-2024-20240424044533.jpg,IND,#AEBEDF
Telangana,Nizamabad - 4,ABBAGONI ASHOK GOUD,Bahujana Left Party,lost,649 ,( -591669),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S29/ASHOK-2024-7298.jpg,BLP,#33FF57
